,brewery_id,breweries,in_business,city,state,latitude,longitude,brewery_type,phone,website,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
4780,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,tHB4El,,Highland IPA,American-Style India Pale Ale,,,N,IPA
4781,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,6eN8rB,,Highland Mandarina IPA,American-Style India Pale Ale,5.0,,N,IPA
4782,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,ptYR8u,,"Hop on this, Honey",American-Style India Pale Ale,7.3,,N,IPA
4783,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,qaQ4Zk,,Imperial Cold Mountain Winter Ale,Herb and Spice Beer,8.0,32.0,N,Other
4784,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,WCsOZB,,Imperial Kashmir,Imperial or Double India Pale Ale,10.2,,N,IPA
4785,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,6cCScg,,Imperium,American-Style Imperial Stout,8.0,50.0,N,Stout
4786,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,8fgZes,Year Round,Kashmir IPA,English-Style India Pale Ale,6.0,60.0,N,IPA
4787,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,i2bl83,,Key Lime Saw-Whet,French & Belgian-Style Saison,6.0,,N,Saison
4788,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,Iblnmn,,King MacAlpin,Imperial or Double India Pale Ale,10.0,90.0,N,IPA
4789,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,7NDmMh,,Kinsman Project: Saw-Whet Saison with Key Lime,French & Belgian-Style Saison,6.0,,N,Saison
4790,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,UuDv7B,,Little Hump,American-Style Pale Ale,4.5,32.0,N,Pale Ale
4791,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,bMTrjF,Seasonal,Lost Cove Kolsch,German-Style Kölsch / Köln-Style Kölsch,4.5,,N,Other
4792,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,L1KulK,,Mandarina IPA,American-Style India Pale Ale,5.0,35.0,N,IPA
4793,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,NGxVjF,Seasonal,Maté Factor,Brown Porter,6.1,,N,Porter
4794,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,5D75Dd,,Midnight Summit,Sweet or Cream Stout,6.0,40.0,N,Stout
4795,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,u2ExM0,Year Round,Oatmeal Porter,Brown Porter,5.9,35.0,N,Porter
4796,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,HbI4DJ,,Pilsner,German-Style Pilsener,5.5,35.0,N,Other
4797,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,dlnRU7,,POW! Triple IPA,Imperial or Double India Pale Ale,10.5,90.0,N,IPA
4798,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,D9pCH0,,Razor Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.5,25.0,N,Other
4799,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,qsJzXz,Winter,Saw-Whet Saison,Herb and Spice Beer,6.0,,N,Other
4800,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,6nGpdc,Seasonal,Seven Sisters,Belgian-Style Dubbel,6.5,20.0,N,Other
4801,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,oOgL0j,,Southern Sixer IPA,American-Style India Pale Ale,6.0,60.0,N,IPA
4802,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,WLxlVR,Year Round,St.Terese's Pale Ale,American-Style Pale Ale,5.1,24.0,N,Pale Ale
4803,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,83eCQ3,,Stargazer,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,22.0,N,Other
4804,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,RLqJHt,,Surf City,American-Style India Pale Ale,,,N,IPA
4805,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,5iswyc,,Tasgal II,Scotch Ale,8.0,,N,Ale
4806,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,j6zdn3,Seasonal,Tasgall Ale,Strong Ale,8.0,27.0,N,Ale
4807,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,8vBYrZ,Winter,Thunderstruck Coffee Porter,Robust Porter,5.8,26.0,N,Porter
4808,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,3fZ7RK,,Topsail,American-Style India Pale Ale,,,N,IPA
4809,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,fzHval,,Topsail Pale Ale,American-Style Pale Ale,,,N,Pale Ale
4810,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,b4BIkk,Summer,Young Grasshopper,American-Style Pale Ale,,,N,Pale Ale
4811,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,triE9c,Limited,20th Anniversary American Saison Ale,French & Belgian-Style Saison,5.8,,N,Saison
4812,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,JLs7Oc,Limited,20th Anniversary Scotch Ale,Scotch Ale,,,N,Ale
4813,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,kCiSH7,,Ashevilliner,Berliner-Style Weisse (Wheat),,,N,Other
4814,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,HKmw7y,Year Round,AVL IPA,American-Style India Pale Ale,6.5,70.0,N,IPA
4815,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,0gqLkE,,Big Briar Tart Raspberry Ale,Fruit Beer,5.4,15.0,N,Other
4816,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,Ze9dWt,,Black Ace,Specialty Beer,8.4,,N,Other
4817,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,kzPNoJ,Year Round,Black Mocha Stout,American-Style Stout,5.0,25.0,N,Stout
4818,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,Wi9Bsq,,Black Mountain Bitter,Ordinary Bitter,,,N,Other
4819,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,gKDfrr,,Black Watch Double Chocolate Milk Stout,Sweet or Cream Stout,8.0,,N,Stout
4820,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,udDKeL,Seasonal,Cattail Peak Wheat,American-Style Wheat Beer,4.7,17.0,N,Wheat Beer
4821,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,LQiRwU,Seasonal,Clawhammer Oktoberfest,German-Style Märzen,5.0,25.0,N,Other
4822,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,NJ8Bxk,Seasonal,Cold Mountain Winter Ale,Herb and Spice Beer,5.2,28.0,N,Other
4823,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,mKL4uB,,Court of  Sessions,French & Belgian-Style Saison,4.5,,N,Saison
4824,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,bMlyK8,,Dance of Destruction,Robust Porter,,,N,Porter
4825,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,NGynPr,,Danger Zone,Specialty Beer,6.7,,N,Other
4826,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,UTSsjj,,Daycation,American-Style India Pale Ale,4.9,40.0,N,IPA
4827,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,XSAMkD,Spring,Devil's Britches,American-Style India Pale Ale,6.0,70.0,N,IPA
4828,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,slRlr0,,Early's Hoppy Wheat Ale,American-Style Wheat Beer,5.0,,N,Wheat Beer
4829,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,EUq27K,,ESCape,California Common Beer,,,N,Other
4830,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,uw3XRO,,Footloose,Belgian-Style Pale Ale,8.7,,N,Pale Ale
4831,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,HiW9CZ,Year Round,Gaelic Ale,American-Style Amber/Red Ale,5.6,30.0,N,Ale
4832,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,qTnUSs,,Grove Park Inn Centennial Pale Ale,American-Style Pale Ale,,,N,Pale Ale
4833,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,yZdeo2,Seasonal,Hawaiian Lounge Juice,Imperial or Double India Pale Ale,8.0,65.0,N,IPA
4834,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,tHB4El,,Highland IPA,American-Style India Pale Ale,,,N,IPA
4835,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,6eN8rB,,Highland Mandarina IPA,American-Style India Pale Ale,5.0,,N,IPA
4836,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,ptYR8u,,"Hop on this, Honey",American-Style India Pale Ale,7.3,,N,IPA
4837,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,qaQ4Zk,,Imperial Cold Mountain Winter Ale,Herb and Spice Beer,8.0,32.0,N,Other
4838,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,WCsOZB,,Imperial Kashmir,Imperial or Double India Pale Ale,10.2,,N,IPA
4839,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,6cCScg,,Imperium,American-Style Imperial Stout,8.0,50.0,N,Stout
4840,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,8fgZes,Year Round,Kashmir IPA,English-Style India Pale Ale,6.0,60.0,N,IPA
4841,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,i2bl83,,Key Lime Saw-Whet,French & Belgian-Style Saison,6.0,,N,Saison
4842,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,Iblnmn,,King MacAlpin,Imperial or Double India Pale Ale,10.0,90.0,N,IPA
4843,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,7NDmMh,,Kinsman Project: Saw-Whet Saison with Key Lime,French & Belgian-Style Saison,6.0,,N,Saison
4844,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,UuDv7B,,Little Hump,American-Style Pale Ale,4.5,32.0,N,Pale Ale
4845,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,bMTrjF,Seasonal,Lost Cove Kolsch,German-Style Kölsch / Köln-Style Kölsch,4.5,,N,Other
4846,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,L1KulK,,Mandarina IPA,American-Style India Pale Ale,5.0,35.0,N,IPA
4847,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,NGxVjF,Seasonal,Maté Factor,Brown Porter,6.1,,N,Porter
4848,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,5D75Dd,,Midnight Summit,Sweet or Cream Stout,6.0,40.0,N,Stout
4849,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,u2ExM0,Year Round,Oatmeal Porter,Brown Porter,5.9,35.0,N,Porter
4850,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,HbI4DJ,,Pilsner,German-Style Pilsener,5.5,35.0,N,Other
4851,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,dlnRU7,,POW! Triple IPA,Imperial or Double India Pale Ale,10.5,90.0,N,IPA
4852,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,D9pCH0,,Razor Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.5,25.0,N,Other
4853,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,qsJzXz,Winter,Saw-Whet Saison,Herb and Spice Beer,6.0,,N,Other
4854,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,6nGpdc,Seasonal,Seven Sisters,Belgian-Style Dubbel,6.5,20.0,N,Other
4855,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,oOgL0j,,Southern Sixer IPA,American-Style India Pale Ale,6.0,60.0,N,IPA
4856,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,WLxlVR,Year Round,St.Terese's Pale Ale,American-Style Pale Ale,5.1,24.0,N,Pale Ale
4857,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,83eCQ3,,Stargazer,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,22.0,N,Other
4858,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,RLqJHt,,Surf City,American-Style India Pale Ale,,,N,IPA
4859,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,5iswyc,,Tasgal II,Scotch Ale,8.0,,N,Ale
4860,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,j6zdn3,Seasonal,Tasgall Ale,Strong Ale,8.0,27.0,N,Ale
4861,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,8vBYrZ,Winter,Thunderstruck Coffee Porter,Robust Porter,5.8,26.0,N,Porter
4862,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,3fZ7RK,,Topsail,American-Style India Pale Ale,,,N,IPA
4863,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,fzHval,,Topsail Pale Ale,American-Style Pale Ale,,,N,Pale Ale
4864,fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.49818990000001,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/,b4BIkk,Summer,Young Grasshopper,American-Style Pale Ale,,,N,Pale Ale
4865,WDbiXY,Wise Man Brewing,Y,Winston-Salem,North Carolina,36.104876000000004,-80.245385,Micro Brewery,(336) 725-0008,http://www.wisemanbrewing.com/,TOf4Nr,,Dance In The Sun,German-Style Kölsch / Köln-Style Kölsch,4.9,23.0,N,Other
4866,RkB8DB,One World Brewing,Y,Asheville,North Carolina,35.594796,-82.552285,Micro Brewery,(508) 982-3757,http://www.oneworldbrewing.com/,7xiMuK,,Black Cherry Stout,American-Style Stout,6.4,,N,Stout
4867,RkB8DB,One World Brewing,Y,Asheville,North Carolina,35.594796,-82.552285,Micro Brewery,(508) 982-3757,http://www.oneworldbrewing.com/,Mb9zDC,,Black Wolf Smoked Stout,Smoke Beer (Lager or Ale),6.3,,N,Other
4868,RkB8DB,One World Brewing,Y,Asheville,North Carolina,35.594796,-82.552285,Micro Brewery,(508) 982-3757,http://www.oneworldbrewing.com/,Kr50TD,,Mini-Mosaic,American-Style India Pale Ale,5.8,,N,IPA
4869,RkB8DB,One World Brewing,Y,Asheville,North Carolina,35.594796,-82.552285,Micro Brewery,(508) 982-3757,http://www.oneworldbrewing.com/,xAnoce,,Mountain High,American-Style Pale Ale,7.2,,N,Pale Ale
4870,RkB8DB,One World Brewing,Y,Asheville,North Carolina,35.594796,-82.552285,Micro Brewery,(508) 982-3757,http://www.oneworldbrewing.com/,kHRB3l,,Saison Of Love,French & Belgian-Style Saison,7.8,,N,Saison
4871,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,ho33kA,,Apple Bottom Trees,American-Style Sour Ale,,,N,Ale
4872,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,QgFkcH,,Banjo The Sea Monkey,American-Style Sour Ale,5.4,32.0,N,Ale
4873,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,6hEZgp,,Basil and the Bees,French & Belgian-Style Saison,7.0,26.0,N,Saison
4874,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,rVg0vG,,Battle of the Berries,French & Belgian-Style Saison,6.6,28.0,N,Saison
4875,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,Dc9Q0Z,,Berry Fairy,French & Belgian-Style Saison,5.5,27.0,N,Saison
4876,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,yTSI4e,,Black Oat,Oatmeal Stout,6.5,42.0,N,Stout
4877,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,koq5Eh,,Buddy's Brown Ale,American-Style Brown Ale,6.5,32.0,N,Ale
4878,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,cTtZh6,,By Vine And Stave,French & Belgian-Style Saison,6.6,21.0,N,Saison
4879,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,blWiwI,,"Cantaloupe, Won’t Elope",Fruit Wheat Ale or Lager with or without Yeast,5.8,23.0,N,Other
4880,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,SFb2JR,,Carolina Sparkle Party,Berliner-Style Weisse (Wheat),4.0,8.0,N,Other
4881,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,7WHrcL,,Cherry Go Round,Leipzig-Style Gose,,,N,Other
4882,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,PiNuem,,Cow Tipper,Sweet or Cream Stout,6.6,29.0,N,Stout
4883,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,urv8op,,Crease Monkey,South German-Style Hefeweizen / Hefeweissbier,5.0,14.0,N,Hefeweizen
4884,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,M9jTvD,,Daisy Chain,American-Style India Pale Ale,5.9,54.0,N,IPA
4885,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,i5TBxh,,Dos Amigos,Vienna-Style Lager,5.0,,N,Lager
4886,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,tmepOr,,Earthbound and Down,Belgian-Style Blonde Ale,7.3,24.0,N,Ale
4887,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,MMN2IG,,Easy Rye-der,American-Style India Pale Ale,7.9,78.0,N,IPA
4888,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,5t8rGj,,Freedom Park Pale Ale,American-Style Pale Ale,5.2,40.0,N,Pale Ale
4889,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,FTpq3S,,Ginseng is for Lovers,Contemporary Gose,5.4,5.0,N,Other
4890,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,eFOd0b,,Girls Gose Wild,Leipzig-Style Gose,4.6,8.0,N,Other
4891,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,ZBCdEK,,Green Cow,Imperial or Double India Pale Ale,7.9,77.0,N,IPA
4892,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,MGeAcy,,Hot Fuzz (Jalapeno-Peach Sour),American-Style Sour Ale,5.7,13.0,N,Ale
4893,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,BXo9u1,,Jenny Girl,American-Style Stout,6.8,43.0,N,Stout
4894,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,Kx3PMA,,Juan Direction,Contemporary Gose,4.3,9.0,N,Other
