,brewery_id,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
2645,mcYO9v,t9HWKy,,Glutenus Maximus,American-Style India Pale Ale,6.5,62.0,N,IPA
2646,mcYO9v,htWOBn,,Gracias,American-Style Dark Lager,,,N,Lager
2647,mcYO9v,9JSWj1,Year Round,Honey Badger,Golden or Blonde Ale,4.7,19.0,N,Ale
2648,mcYO9v,2wAq7G,,Hoppy Snazzy Fresh Nitro,American-Style Pale Ale,5.2,37.0,N,Pale Ale
2649,mcYO9v,Vp1MOb,,Leave No Trace IPA,American-Style India Pale Ale,,,N,IPA
2650,mcYO9v,ldBKsS,Year Round,Long Leaf,American-Style India Pale Ale,7.1,74.0,N,IPA
2651,mcYO9v,yfNo9w,,Mystic Dragon Cider,Other Specialty Cider or Perry,5.3,,N,Other
2652,mcYO9v,YqEJa0,,Nilla Hay-Fa,American-Style Pale Ale,5.17,,N,Pale Ale
2653,mcYO9v,tVIYFA,,"No Rye’me, No Reason",American-Style Pale Ale,,,N,Pale Ale
2654,mcYO9v,J2DRsk,,Not-A-Double DIPA,Imperial or Double India Pale Ale,8.7,60.0,N,IPA
2655,mcYO9v,kFW22v,Seasonal,Panic Water Hoppy Pilsner,International-Style Pilsener,5.4,,N,Other
2656,mcYO9v,aunpDb,,Pom Pom Gose,Contemporary Gose,3.8,,N,Other
2657,mcYO9v,erqvwI,Year Round,Porter,Brown Porter,6.0,23.0,N,Porter
2658,mcYO9v,HJrvzm,,Saison V-10,French & Belgian-Style Saison,5.8,34.0,N,Saison
2659,mcYO9v,wp6Azx,Year Round,Sinful Plum Cider,Common Cider,,5.0,N,Other
2660,mcYO9v,KVNMqW,Year Round,Sinful Plum Cider,Common Cider,,5.0,N,Other
2661,mcYO9v,nLZQ8e,,Spoaty Oaty Hopalicious,American-Style Pale Ale,5.0,,N,Pale Ale
2662,mcYO9v,HBZk5j,,Switchback AMBer,American-Style Amber/Red Ale,,,N,Ale
2663,mcYO9v,2Y87mr,Year Round,The Blonde AMBition,Golden or Blonde Ale,,,N,Ale
2664,mcYO9v,DD5H6u,Limited,White Dot,American-Style India Pale Ale,4.8,,N,IPA
2665,mcYO9v,0Sminf,,Zest Yo'self,American-Style India Pale Ale,7.1,,N,IPA
2666,mcYO9v,sLv7tF,,Baba Budan Coffee IPA,American-Style India Pale Ale,6.6,50.0,N,IPA
2667,mcYO9v,f7I459,,Bad Mother Pucker,Berliner-Style Weisse (Wheat),2.8,24.0,N,Other
2668,mcYO9v,zTDzMN,,Boone Creek Blonde,Golden or Blonde Ale,4.7,19.0,N,Ale
2669,mcYO9v,9UAw5E,,C.R.E.A.M. Donut Infused Cappucino Milk Stout,Sweet or Cream Stout,5.2,23.0,N,Stout
2670,mcYO9v,x48f8Y,,Chocolate Raspberry Nitro Porter,Brown Porter,6.0,,N,Porter
2671,mcYO9v,ptF2rP,,Coconut Chocolate Imperial Stout,American-Style Imperial Stout,9.0,,N,Stout
2672,mcYO9v,cVZBUH,,Daniel's Double,Imperial or Double India Pale Ale,9.0,97.0,N,IPA
2673,mcYO9v,W2KNgB,,Daniel's Son,Other Specialty Cider or Perry,5.3,,N,Other
2674,mcYO9v,t9HWKy,,Glutenus Maximus,American-Style India Pale Ale,6.5,62.0,N,IPA
2675,mcYO9v,htWOBn,,Gracias,American-Style Dark Lager,,,N,Lager
2676,mcYO9v,9JSWj1,Year Round,Honey Badger,Golden or Blonde Ale,4.7,19.0,N,Ale
2677,mcYO9v,2wAq7G,,Hoppy Snazzy Fresh Nitro,American-Style Pale Ale,5.2,37.0,N,Pale Ale
2678,mcYO9v,Vp1MOb,,Leave No Trace IPA,American-Style India Pale Ale,,,N,IPA
2679,mcYO9v,ldBKsS,Year Round,Long Leaf,American-Style India Pale Ale,7.1,74.0,N,IPA
2680,mcYO9v,yfNo9w,,Mystic Dragon Cider,Other Specialty Cider or Perry,5.3,,N,Other
2681,mcYO9v,YqEJa0,,Nilla Hay-Fa,American-Style Pale Ale,5.17,,N,Pale Ale
2682,mcYO9v,tVIYFA,,"No Rye’me, No Reason",American-Style Pale Ale,,,N,Pale Ale
2683,mcYO9v,J2DRsk,,Not-A-Double DIPA,Imperial or Double India Pale Ale,8.7,60.0,N,IPA
2684,mcYO9v,kFW22v,Seasonal,Panic Water Hoppy Pilsner,International-Style Pilsener,5.4,,N,Other
2685,mcYO9v,aunpDb,,Pom Pom Gose,Contemporary Gose,3.8,,N,Other
2686,mcYO9v,erqvwI,Year Round,Porter,Brown Porter,6.0,23.0,N,Porter
2687,mcYO9v,HJrvzm,,Saison V-10,French & Belgian-Style Saison,5.8,34.0,N,Saison
2688,mcYO9v,wp6Azx,Year Round,Sinful Plum Cider,Common Cider,,5.0,N,Other
2689,mcYO9v,KVNMqW,Year Round,Sinful Plum Cider,Common Cider,,5.0,N,Other
2690,mcYO9v,nLZQ8e,,Spoaty Oaty Hopalicious,American-Style Pale Ale,5.0,,N,Pale Ale
2691,mcYO9v,HBZk5j,,Switchback AMBer,American-Style Amber/Red Ale,,,N,Ale
2692,mcYO9v,2Y87mr,Year Round,The Blonde AMBition,Golden or Blonde Ale,,,N,Ale
2693,mcYO9v,DD5H6u,Limited,White Dot,American-Style India Pale Ale,4.8,,N,IPA
2694,mcYO9v,0Sminf,,Zest Yo'self,American-Style India Pale Ale,7.1,,N,IPA
2695,NTO6Fr,9RXkmd,Year Round,IPA,American-Style India Pale Ale,6.5,,N,IPA
2696,NTO6Fr,pWo5GL,Year Round,Vienna Lager,Vienna-Style Lager,5.1,24.0,N,Lager
2697,NTO6Fr,9RXkmd,Year Round,IPA,American-Style India Pale Ale,6.5,,N,IPA
2698,NTO6Fr,pWo5GL,Year Round,Vienna Lager,Vienna-Style Lager,5.1,24.0,N,Lager
2699,jDg4xl,7EQW1K,,BlackBerry Chocolate Barrel Aged Stout,Wood- and Barrel-Aged Beer,7.6,,N,Other
2700,jDg4xl,8YFWpB,,BlackWater Rye IPA,American-Style India Pale Ale,6.2,,N,IPA
2701,jDg4xl,kryKyc,,Brown Mountain Dark Ale,American-Style Brown Ale,5.8,,N,Ale
2702,jDg4xl,NBh983,,Chocolate Cherry Stout,American-Style Stout,6.0,,N,Stout
2703,jDg4xl,PdCgo2,Year Round,Delta Blond Ale,Golden or Blonde Ale,6.0,,N,Ale
2704,jDg4xl,bp8lQv,,Folkmalt Mango Lager,American-Style Lager,5.2,,N,Lager
2705,jDg4xl,E8rZaM,,Harvest Ale,American-Style Amber/Red Ale,4.9,,N,Ale
2706,jDg4xl,qSaNjn,,Hi Bear Nation Pale Ale,American-Style Pale Ale,6.2,,N,Pale Ale
2707,jDg4xl,SmJBtE,,High Brace ESIPA,American-Style India Pale Ale,11.0,,N,IPA
2708,jDg4xl,56202f,,Minorcan Porter,Brown Porter,7.0,,N,Porter
2709,jDg4xl,jY9KAl,,Mud Bug Barrel Aged Stout,Wood- and Barrel-Aged Strong Beer,,,N,Other
2710,jDg4xl,Lrs8KC,,Neapolitan Blown Apart,Wood- and Barrel-Aged Beer,6.4,,N,Other
2711,jDg4xl,TwM59g,Winter,Nick's Crick,Belgian-Style Dark Strong Ale,7.3,18.0,N,Ale
2712,jDg4xl,JjTcLX,,Octoberfest,German-Style Oktoberfest / Wiesen (Meadow),6.0,,N,Other
2713,jDg4xl,gRPBTt,Year Round,Paddle Free ESB,Extra Special Bitter,6.0,18.0,N,Other
2714,jDg4xl,w3CQUy,,Paint Rock Porter,Brown Porter,6.3,,N,Porter
2715,jDg4xl,YMvEeP,,Pecan Pie Porter,Brown Porter,5.8,,N,Porter
2716,jDg4xl,Age2nq,,Pumpkin PFD,Pumpkin Beer,6.0,,N,Other
2717,jDg4xl,n0MqxH,,Red Ear Slider,American-Style India Pale Ale,6.0,,N,IPA
2718,jDg4xl,PK5f6i,,Rip Current Red,American-Style Amber/Red Ale,5.8,,N,Ale
2719,jDg4xl,Uuhhrt,,Shining Creek Bourbon Aged Red,Wood- and Barrel-Aged Beer,8.0,,N,Other
2720,jDg4xl,OLk2OV,Year Round,Sliding Rock Ale,English-Style Pale Mild Ale,4.5,20.0,N,Ale
2721,jDg4xl,6fNHjp,Seasonal,Snownado Stout,American-Style Stout,6.4,,N,Stout
2722,jDg4xl,1wvUxT,Year Round,Stiff Paddle IPA,American-Style India Pale Ale,,,N,IPA
2723,jDg4xl,nJTseb,Year Round,Stone Imperial Stout,American-Style Imperial Stout,,,N,Stout
2724,jDg4xl,dxXHPa,,Strawberry Blonde,Golden or Blonde Ale,6.0,,N,Ale
2725,jDg4xl,czBehN,Seasonal,Sunburst Saison,French & Belgian-Style Saison,6.8,21.0,N,Saison
2726,jDg4xl,KtWVbz,Limited,Three Bears,Belgian-Style Tripel,13.0,18.0,N,Other
2727,jDg4xl,GHG5Z1,,Upper Falls IPA,American-Style India Pale Ale,11.0,,N,IPA
2728,jDg4xl,DAVws9,Year Round,White Water Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.8,14.0,N,Hefeweizen
2729,jDg4xl,7EQW1K,,BlackBerry Chocolate Barrel Aged Stout,Wood- and Barrel-Aged Beer,7.6,,N,Other
2730,jDg4xl,8YFWpB,,BlackWater Rye IPA,American-Style India Pale Ale,6.2,,N,IPA
2731,jDg4xl,kryKyc,,Brown Mountain Dark Ale,American-Style Brown Ale,5.8,,N,Ale
2732,jDg4xl,NBh983,,Chocolate Cherry Stout,American-Style Stout,6.0,,N,Stout
2733,jDg4xl,PdCgo2,Year Round,Delta Blond Ale,Golden or Blonde Ale,6.0,,N,Ale
2734,jDg4xl,bp8lQv,,Folkmalt Mango Lager,American-Style Lager,5.2,,N,Lager
2735,jDg4xl,E8rZaM,,Harvest Ale,American-Style Amber/Red Ale,4.9,,N,Ale
2736,jDg4xl,qSaNjn,,Hi Bear Nation Pale Ale,American-Style Pale Ale,6.2,,N,Pale Ale
2737,jDg4xl,SmJBtE,,High Brace ESIPA,American-Style India Pale Ale,11.0,,N,IPA
2738,jDg4xl,56202f,,Minorcan Porter,Brown Porter,7.0,,N,Porter
2739,jDg4xl,jY9KAl,,Mud Bug Barrel Aged Stout,Wood- and Barrel-Aged Strong Beer,,,N,Other
2740,jDg4xl,Lrs8KC,,Neapolitan Blown Apart,Wood- and Barrel-Aged Beer,6.4,,N,Other
2741,jDg4xl,TwM59g,Winter,Nick's Crick,Belgian-Style Dark Strong Ale,7.3,18.0,N,Ale
2742,jDg4xl,JjTcLX,,Octoberfest,German-Style Oktoberfest / Wiesen (Meadow),6.0,,N,Other
2743,jDg4xl,gRPBTt,Year Round,Paddle Free ESB,Extra Special Bitter,6.0,18.0,N,Other
2744,jDg4xl,w3CQUy,,Paint Rock Porter,Brown Porter,6.3,,N,Porter
2745,jDg4xl,YMvEeP,,Pecan Pie Porter,Brown Porter,5.8,,N,Porter
2746,jDg4xl,Age2nq,,Pumpkin PFD,Pumpkin Beer,6.0,,N,Other
2747,jDg4xl,n0MqxH,,Red Ear Slider,American-Style India Pale Ale,6.0,,N,IPA
2748,jDg4xl,PK5f6i,,Rip Current Red,American-Style Amber/Red Ale,5.8,,N,Ale
2749,jDg4xl,Uuhhrt,,Shining Creek Bourbon Aged Red,Wood- and Barrel-Aged Beer,8.0,,N,Other
2750,jDg4xl,OLk2OV,Year Round,Sliding Rock Ale,English-Style Pale Mild Ale,4.5,20.0,N,Ale
2751,jDg4xl,6fNHjp,Seasonal,Snownado Stout,American-Style Stout,6.4,,N,Stout
2752,jDg4xl,1wvUxT,Year Round,Stiff Paddle IPA,American-Style India Pale Ale,,,N,IPA
2753,jDg4xl,nJTseb,Year Round,Stone Imperial Stout,American-Style Imperial Stout,,,N,Stout
2754,jDg4xl,dxXHPa,,Strawberry Blonde,Golden or Blonde Ale,6.0,,N,Ale
2755,jDg4xl,czBehN,Seasonal,Sunburst Saison,French & Belgian-Style Saison,6.8,21.0,N,Saison
2756,jDg4xl,KtWVbz,Limited,Three Bears,Belgian-Style Tripel,13.0,18.0,N,Other
2757,jDg4xl,GHG5Z1,,Upper Falls IPA,American-Style India Pale Ale,11.0,,N,IPA
2758,jDg4xl,DAVws9,Year Round,White Water Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.8,14.0,N,Hefeweizen
2759,kVLhDj,PGxPMn,,142 Blonde Ale with Grits,American-Style Cream Ale or Lager,5.5,,N,Lager
2760,kVLhDj,ae70yR,,Bananas Foster,South German-Style Hefeweizen / Hefeweissbier,,,N,Hefeweizen
2761,kVLhDj,wSukcY,Fall,Bell Tower Honey Nut Brown Ale,American-Style Brown Ale,8.6,36.0,N,Ale
2762,kVLhDj,eNV8kp,,Chai Milk Stout,Sweet or Cream Stout,,,N,Stout
2763,kVLhDj,Ft8EUA,,Coaches and Carriages Series: Bravetart,Scottish-Style Heavy Ale,7.0,,N,Ale
2764,kVLhDj,U1KL9z,,Coaches and Carriages Series: Hollaback Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.7,,N,Hefeweizen
2765,kVLhDj,74MHt2,,Dunn's Mountain Cucumber Kolsch,German-Style Kölsch / Köln-Style Kölsch,6.3,,N,Other
2766,kVLhDj,fYjr3k,,Galactic Mango,French & Belgian-Style Saison,7.0,67.0,N,Saison
2767,kVLhDj,bIQbr8,,High Rock Red Ale,American-Style Amber/Red Ale,6.0,,N,Ale
2768,kVLhDj,K9BwT7,,Lemon Balm and Beet Hoppy Wheat,Herb and Spice Beer,6.5,,N,Other
2769,kVLhDj,gt2ecJ,,Old Stone House IPA,American-Style India Pale Ale,7.8,,N,IPA
2770,kVLhDj,duP1ff,,Round House Robust Porter,Robust Porter,7.0,,N,Porter
2771,kVLhDj,pvsEA0,,​Hurley Park Blood Orange Wheat,Fruit Wheat Ale or Lager with or without Yeast,6.0,,N,Other
2772,kVLhDj,PGxPMn,,142 Blonde Ale with Grits,American-Style Cream Ale or Lager,5.5,,N,Lager
2773,kVLhDj,ae70yR,,Bananas Foster,South German-Style Hefeweizen / Hefeweissbier,,,N,Hefeweizen
2774,kVLhDj,wSukcY,Fall,Bell Tower Honey Nut Brown Ale,American-Style Brown Ale,8.6,36.0,N,Ale
2775,kVLhDj,eNV8kp,,Chai Milk Stout,Sweet or Cream Stout,,,N,Stout
2776,kVLhDj,Ft8EUA,,Coaches and Carriages Series: Bravetart,Scottish-Style Heavy Ale,7.0,,N,Ale
2777,kVLhDj,U1KL9z,,Coaches and Carriages Series: Hollaback Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.7,,N,Hefeweizen
2778,kVLhDj,74MHt2,,Dunn's Mountain Cucumber Kolsch,German-Style Kölsch / Köln-Style Kölsch,6.3,,N,Other
2779,kVLhDj,fYjr3k,,Galactic Mango,French & Belgian-Style Saison,7.0,67.0,N,Saison
2780,kVLhDj,bIQbr8,,High Rock Red Ale,American-Style Amber/Red Ale,6.0,,N,Ale
2781,kVLhDj,K9BwT7,,Lemon Balm and Beet Hoppy Wheat,Herb and Spice Beer,6.5,,N,Other
2782,kVLhDj,gt2ecJ,,Old Stone House IPA,American-Style India Pale Ale,7.8,,N,IPA
2783,kVLhDj,duP1ff,,Round House Robust Porter,Robust Porter,7.0,,N,Porter
2784,kVLhDj,pvsEA0,,​Hurley Park Blood Orange Wheat,Fruit Wheat Ale or Lager with or without Yeast,6.0,,N,Other
2785,kVLhDj,PGxPMn,,142 Blonde Ale with Grits,American-Style Cream Ale or Lager,5.5,,N,Lager
2786,kVLhDj,ae70yR,,Bananas Foster,South German-Style Hefeweizen / Hefeweissbier,,,N,Hefeweizen
2787,kVLhDj,wSukcY,Fall,Bell Tower Honey Nut Brown Ale,American-Style Brown Ale,8.6,36.0,N,Ale
2788,kVLhDj,eNV8kp,,Chai Milk Stout,Sweet or Cream Stout,,,N,Stout
2789,kVLhDj,Ft8EUA,,Coaches and Carriages Series: Bravetart,Scottish-Style Heavy Ale,7.0,,N,Ale
2790,kVLhDj,U1KL9z,,Coaches and Carriages Series: Hollaback Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.7,,N,Hefeweizen
2791,kVLhDj,74MHt2,,Dunn's Mountain Cucumber Kolsch,German-Style Kölsch / Köln-Style Kölsch,6.3,,N,Other
2792,kVLhDj,fYjr3k,,Galactic Mango,French & Belgian-Style Saison,7.0,67.0,N,Saison
2793,kVLhDj,bIQbr8,,High Rock Red Ale,American-Style Amber/Red Ale,6.0,,N,Ale
2794,kVLhDj,K9BwT7,,Lemon Balm and Beet Hoppy Wheat,Herb and Spice Beer,6.5,,N,Other
2795,kVLhDj,gt2ecJ,,Old Stone House IPA,American-Style India Pale Ale,7.8,,N,IPA
2796,kVLhDj,duP1ff,,Round House Robust Porter,Robust Porter,7.0,,N,Porter
2797,kVLhDj,pvsEA0,,​Hurley Park Blood Orange Wheat,Fruit Wheat Ale or Lager with or without Yeast,6.0,,N,Other
2798,knEKVM,aVweAN,,1761 Belgian Dubbel,Belgian-Style Dubbel,6.3,8.0,N,Other
2799,knEKVM,CpfSJo,,Articles of War Double IPA,Imperial or Double India Pale Ale,10.5,60.0,N,IPA
2800,knEKVM,g6YgvY,,Cod of Conduct Hazy IPA,Juicy or Hazy India Pale Ale,6.8,50.0,N,IPA
2801,knEKVM,Ah2go6,Seasonal,Dapple Dog Dry Stout,Classic Irish-Style Dry Stout,5.4,36.0,N,Stout
2802,knEKVM,uk0JEQ,,Don't Gose Chasin' Waterfalls,Contemporary Gose,5.0,15.0,N,Other
2803,knEKVM,O0tXqA,,Haychaser Kolsch,German-Style Kölsch / Köln-Style Kölsch,6.1,15.0,N,Other
2804,knEKVM,rHmmRu,,It's Not a Tumor Schwarzbier,Vienna-Style Lager,4.8,15.0,N,Lager
2805,knEKVM,npZFfO,,Mirror for the Sun Lime Blonde Ale,Golden or Blonde Ale,5.1,10.0,N,Ale
2806,knEKVM,Q9I3op,,Ocean Potion Hazy IPA,Juicy or Hazy India Pale Ale,6.5,50.0,N,IPA
2807,knEKVM,H6SUH8,,Pactolus Light Lager,American-Style Light (Low Calorie) Lager,4.7,15.0,N,Lager
2808,knEKVM,z0nLBk,,Royster Stout,Specialty Stouts,6.7,27.0,N,Other
2809,knEKVM,DeExUc,,Self Care Steam Beer,California Common Beer,6.3,8.0,N,Other
2810,knEKVM,mVkErX,,Wu Tang Clan Orster stout,Sweet or Cream Stout,6.7,27.0,N,Stout
2811,zxMohP,QbihzS,,A Sour Darkly,American-Style Sour Ale,6.4,,N,Ale
2812,zxMohP,Uqq89b,,A-O River!,American-Style India Pale Ale,6.4,,N,IPA
2813,zxMohP,sX7K0A,,A-O River!,American-Style India Pale Ale,6.4,,N,IPA
2814,zxMohP,bHT2Li,,All Amarillo Everything,American-Style India Pale Ale,6.5,,N,IPA
2815,zxMohP,BY2PR4,,Berry Dark Sour,American-Style Sour Ale,5.5,,N,Ale
2816,zxMohP,a4YiFc,,Botbier,Belgian-Style Blonde Ale,5.4,,N,Ale
2817,zxMohP,U07EQu,,Botoberfest,American-Style Lager,5.5,,N,Lager
2818,zxMohP,Pvz2XF,,By Vine And Stave,French & Belgian-Style Saison,6.6,,N,Saison
2819,zxMohP,adOygg,,Cranpus,French & Belgian-Style Saison,4.8,,N,Saison
2820,zxMohP,ly9eWm,,Desserted Island,Sweet or Cream Stout,6.4,,N,Stout
2821,zxMohP,t5EGSr,,Foeder For Thought,American-Style Sour Ale,6.5,,N,Ale
2822,zxMohP,fXIUnc,,Generously Hopped V1,American-Style India Pale Ale,6.0,,N,IPA
2823,zxMohP,NomLb3,,Godless Killing Machine,American-Style Imperial Stout,10.5,,N,Stout
2824,zxMohP,cuNnAH,,Good Morning Vietnam,Golden or Blonde Ale,5.0,,N,Ale
2825,zxMohP,G7ROeO,,Heidi Ho Neighborino,American-Style India Pale Ale,4.7,,N,IPA
2826,zxMohP,GVmDZg,,Kill All Humans,American-Style Stout,5.2,,N,Stout
2827,zxMohP,spV1j7,,Kill All Humans Nitro,American-Style Stout,5.2,,N,Stout
2828,zxMohP,UHJ77O,,Law and Porter,Brown Porter,5.3,,N,Porter
2829,zxMohP,2oWpR8,,Magic Hop Dust,American-Style Pale Ale,5.6,,N,Pale Ale
2830,zxMohP,ypOBEO,,Mango Vs Wild,American-Style Sour Ale,7.2,,N,Ale
2831,zxMohP,LdkeJn,,Mark It Zero,American-Style India Pale Ale,6.4,0.0,N,IPA
2832,zxMohP,PCQMjy,,Mocha Good Morning Vietnam,Golden or Blonde Ale,5.0,,N,Ale
2833,zxMohP,gpvgZ0,,Mosaic Ain't So,American-Style Pale Ale,5.0,,N,Pale Ale
2834,JKx7GQ,hY6r9z,Limited,North Carolina Gose West,Leipzig-Style Gose,,,N,Other
2835,zxMohP,qRaEr9,,Nuts and Bolts,American-Style Brown Ale,5.2,,N,Ale
2836,zxMohP,IOBxaw,,Overachiever,American-Style Pale Ale,5.3,,N,Pale Ale
2837,zxMohP,edFfBB,,Peachy Apribot,American-Style Sour Ale,5.5,,N,Ale
2838,zxMohP,dwmfkb,,Renegades of Funk,French & Belgian-Style Saison,5.3,,N,Saison
2839,zxMohP,2vRW8t,,Sol Mates,English-Style Summer Ale,5.0,,N,Ale
2840,zxMohP,3KyA6e,,Summer Porter,Brown Porter,5.0,,N,Porter
2841,zxMohP,kwDH0Y,,Sweater Weather,Extra Special Bitter,5.4,,N,Other
2842,zxMohP,JLKTa4,,Swirl It!,American-Style Sour Ale,5.3,,N,Ale
2843,zxMohP,t79PTh,,T-Rex Arms,Leipzig-Style Gose,4.3,,N,Other
2844,zxMohP,EvUe3i,,The Legendary Roots Brew Ginger Saison,French & Belgian-Style Saison,4.0,,N,Saison
2845,zxMohP,wmG1qv,,Universal Automation,American-Style Sour Ale,4.8,,N,Ale
2846,zxMohP,a44vUu,,Vermontster,Brown Porter,8.0,,N,Porter
2847,zxMohP,TBZ0wi,,What He's Having,American-Style India Pale Ale,6.7,,N,IPA
2848,zxMohP,1QQJE7,,What I'm Having,Session India Pale Ale,4.7,,N,IPA
2849,zxMohP,tgCdlC,,What She's Having,Imperial or Double India Pale Ale,8.3,,N,IPA
2850,zxMohP,MFSLaV,,Willie Saison,French & Belgian-Style Saison,5.1,,N,Saison
2851,zxMohP,QbihzS,,A Sour Darkly,American-Style Sour Ale,6.4,,N,Ale
2852,zxMohP,Uqq89b,,A-O River!,American-Style India Pale Ale,6.4,,N,IPA
2853,zxMohP,sX7K0A,,A-O River!,American-Style India Pale Ale,6.4,,N,IPA
2854,zxMohP,bHT2Li,,All Amarillo Everything,American-Style India Pale Ale,6.5,,N,IPA
2855,zxMohP,BY2PR4,,Berry Dark Sour,American-Style Sour Ale,5.5,,N,Ale
2856,zxMohP,a4YiFc,,Botbier,Belgian-Style Blonde Ale,5.4,,N,Ale
2857,zxMohP,U07EQu,,Botoberfest,American-Style Lager,5.5,,N,Lager
2858,zxMohP,Pvz2XF,,By Vine And Stave,French & Belgian-Style Saison,6.6,,N,Saison
2859,zxMohP,adOygg,,Cranpus,French & Belgian-Style Saison,4.8,,N,Saison
2860,zxMohP,ly9eWm,,Desserted Island,Sweet or Cream Stout,6.4,,N,Stout
2861,zxMohP,t5EGSr,,Foeder For Thought,American-Style Sour Ale,6.5,,N,Ale
2862,zxMohP,fXIUnc,,Generously Hopped V1,American-Style India Pale Ale,6.0,,N,IPA
2863,zxMohP,NomLb3,,Godless Killing Machine,American-Style Imperial Stout,10.5,,N,Stout
2864,zxMohP,cuNnAH,,Good Morning Vietnam,Golden or Blonde Ale,5.0,,N,Ale
2865,zxMohP,G7ROeO,,Heidi Ho Neighborino,American-Style India Pale Ale,4.7,,N,IPA
2866,zxMohP,GVmDZg,,Kill All Humans,American-Style Stout,5.2,,N,Stout
2867,zxMohP,spV1j7,,Kill All Humans Nitro,American-Style Stout,5.2,,N,Stout
2868,zxMohP,UHJ77O,,Law and Porter,Brown Porter,5.3,,N,Porter
2869,zxMohP,2oWpR8,,Magic Hop Dust,American-Style Pale Ale,5.6,,N,Pale Ale
2870,zxMohP,ypOBEO,,Mango Vs Wild,American-Style Sour Ale,7.2,,N,Ale
2871,zxMohP,LdkeJn,,Mark It Zero,American-Style India Pale Ale,6.4,0.0,N,IPA
2872,zxMohP,PCQMjy,,Mocha Good Morning Vietnam,Golden or Blonde Ale,5.0,,N,Ale
2873,zxMohP,gpvgZ0,,Mosaic Ain't So,American-Style Pale Ale,5.0,,N,Pale Ale
2874,JKx7GQ,hY6r9z,Limited,North Carolina Gose West,Leipzig-Style Gose,,,N,Other
2875,zxMohP,qRaEr9,,Nuts and Bolts,American-Style Brown Ale,5.2,,N,Ale
2876,zxMohP,IOBxaw,,Overachiever,American-Style Pale Ale,5.3,,N,Pale Ale
2877,zxMohP,edFfBB,,Peachy Apribot,American-Style Sour Ale,5.5,,N,Ale
2878,zxMohP,dwmfkb,,Renegades of Funk,French & Belgian-Style Saison,5.3,,N,Saison
2879,zxMohP,2vRW8t,,Sol Mates,English-Style Summer Ale,5.0,,N,Ale
2880,zxMohP,3KyA6e,,Summer Porter,Brown Porter,5.0,,N,Porter
2881,zxMohP,kwDH0Y,,Sweater Weather,Extra Special Bitter,5.4,,N,Other
2882,zxMohP,JLKTa4,,Swirl It!,American-Style Sour Ale,5.3,,N,Ale
2883,zxMohP,t79PTh,,T-Rex Arms,Leipzig-Style Gose,4.3,,N,Other
2884,zxMohP,EvUe3i,,The Legendary Roots Brew Ginger Saison,French & Belgian-Style Saison,4.0,,N,Saison
2885,zxMohP,wmG1qv,,Universal Automation,American-Style Sour Ale,4.8,,N,Ale
2886,zxMohP,a44vUu,,Vermontster,Brown Porter,8.0,,N,Porter
2887,zxMohP,TBZ0wi,,What He's Having,American-Style India Pale Ale,6.7,,N,IPA
2888,zxMohP,1QQJE7,,What I'm Having,Session India Pale Ale,4.7,,N,IPA
2889,zxMohP,tgCdlC,,What She's Having,Imperial or Double India Pale Ale,8.3,,N,IPA
2890,zxMohP,MFSLaV,,Willie Saison,French & Belgian-Style Saison,5.1,,N,Saison
2891,ThMAOJ,CJWEFB,,Blackberry Gold,Fruit Cider,6.0,,N,Other
2892,3Rjk1o,xIwtk6,,Ancho Mamma's Beer,Chili Pepper Beer,5.78,28.0,N,Other
2893,3Rjk1o,m7ioDk,Seasonal,Black Lotus Porter,Brown Porter,,,N,Porter
2894,3Rjk1o,2tYwVH,,Clyde,American-Style India Pale Ale,6.5,65.0,N,IPA
2895,3Rjk1o,BwOW2y,,Cross Variation,Other Belgian-Style Ales,7.3,20.0,N,Other
2896,3Rjk1o,S303Jc,,Distinction,Oatmeal Stout,3.3,,N,Stout
2897,3Rjk1o,6LmTHn,,God Save the Queen City,Other Belgian-Style Ales,5.8,28.0,N,Other
2898,3Rjk1o,oG7KCP,,Limo Driver,Herb and Spice Beer,7.4,22.0,N,Other
2899,3Rjk1o,eiUk5l,,Living to Get Radical,Imperial or Double India Pale Ale,8.5,,N,IPA
2900,3Rjk1o,ORRcNB,,Midnight Run,American-Style Stout,,,N,Stout
2901,3Rjk1o,0lAQWc,,Mobster Imperial Indian Pale Ale,Imperial or Double India Pale Ale,,,N,IPA
2902,3Rjk1o,d4tEg3,,Pilot Pale Ale,American-Style Pale Ale,,,N,Pale Ale
2903,3Rjk1o,FOc2pU,,Pirate Imperial Pale Ale,Strong Ale,,,N,Ale
2904,3Rjk1o,KzE5af,,Pretty & Witty,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.3,14.0,N,Other
2905,3Rjk1o,QZq8Lq,,San Fran Disco,American-Style Pale Ale,5.4,45.0,N,Pale Ale
2906,3Rjk1o,ifVHRE,,Succession,Session Beer,4.5,35.0,N,Other
2907,3Rjk1o,riKqyv,,Sure Shot Amber,American-Style Amber/Red Ale,,,N,Ale
